"TIME","GEO","INDIC_IS","UNIT","IND_TYPE","Value","Flag and Footnotes"
"2011","Latvia","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Latvia","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","2",""
"2011","Latvia","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","3",""
"2011","Latvia","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","72",""
"2011","Latvia","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Latvia","Last internet use: more than a year ago","Percentage of individuals","All Individuals","2",""
"2011","Latvia","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Latvia","Individuals who have ever used the internet","Percentage of individuals","All Individuals","73",""
"2011","Latvia","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Latvia","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","28",""
"2011","Latvia","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Latvia","Internet use: never","Percentage of individuals","All Individuals","27",""
"2011","Latvia","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Lithuania","Last internet use: in last 3 months","Percentage of individuals","All Individuals","63",""
"2011","Lithuania","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Lithuania","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2011","Lithuania","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","2",""
"2011","Lithuania","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","64",""
"2011","Lithuania","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Lithuania","Last internet use: more than a year ago","Percentage of individuals","All Individuals","2",""
"2011","Lithuania","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Lithuania","Individuals who have ever used the internet","Percentage of individuals","All Individuals","66",""
"2011","Lithuania","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Lithuania","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","36",""
"2011","Lithuania","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Lithuania","Internet use: never","Percentage of individuals","All Individuals","34",""
"2011","Lithuania","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Luxembourg","Last internet use: in last 3 months","Percentage of individuals","All Individuals","90",""
"2011","Luxembourg","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Luxembourg","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2011","Luxembourg","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2011","Luxembourg","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","91",""
"2011","Luxembourg","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Luxembourg","Last internet use: more than a year ago","Percentage of individuals","All Individuals","1",""
"2011","Luxembourg","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Luxembourg","Individuals who have ever used the internet","Percentage of individuals","All Individuals","92",""
"2011","Luxembourg","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Luxembourg","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","9",""
"2011","Luxembourg","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Luxembourg","Internet use: never","Percentage of individuals","All Individuals","8",""
"2011","Luxembourg","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Hungary","Last internet use: in last 3 months","Percentage of individuals","All Individuals","67",""
"2011","Hungary","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2011","Hungary","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","2",""
